場名,日付,レース,着順,艇番,登番,選手名,モーター,ボート,展示タイム,進入,ST,レースタイム,決まり手,ミッドナイト
多摩川,2025/11/02,5,02,1,4900,中田夕貴,61,63,6.66,1,0.09,1.49.0,差し,
多摩川,2025/11/02,5,03,3,4286,平田さやか,59,40,6.68,3,0.09,1.50.8,差し,
多摩川,2025/11/02,5,04,6,5070,中島航,54,21,6.67,6,0.13,1.52.7,差し,
多摩川,2025/11/02,5,05,5,5081,篠原飛翔,42,50,6.66,5,0.12,.,差し,
多摩川,2025/11/02,5,06,4,5169,堀本翔太,49,78,6.87,4,0.13,.,差し,
多摩川,2025/11/02,6,01,1,5226,藤田俊祐,31,70,6.67,1,0.10,1.48.6,逃げ,
多摩川,2025/11/02,6,02,3,5332,村松遥輝,17,58,6.65,3,0.11,1.50.3,逃げ,
多摩川,2025/11/02,6,03,2,5185,加藤優弥,50,59,6.75,2,0.14,1.52.6,逃げ,
多摩川,2025/11/02,6,04,4,4611,今井美亜,36,32,6.77,4,0.08,1.53.9,逃げ,
多摩川,2025/11/02,6,05,5,5346,中村紋夕梨,29,57,6.74,5,0.15,.,逃げ,
多摩川,2025/11/02,6,06,6,5415,阿部未侑,32,65,6.72,6,0.22,.,逃げ,
多摩川,2025/11/02,7,01,4,5339,石井伸長,22,43,6.63,4,0.01,1.48.6,まくり,
多摩川,2025/11/02,7,02,5,5328,井上慧人,64,73,6.67,5,0.07,1.50.1,まくり,
多摩川,2025/11/02,7,03,3,4642,松尾夏海,14,36,6.70,3,0.11,1.51.3,まくり,
多摩川,2025/11/02,7,04,1,5264,登みひ果,35,84,6.72,1,0.13,1.52.9,まくり,
多摩川,2025/11/02,7,05,2,4961,西橋奈未,63,31,6.67,2,0.11,.,まくり,
多摩川,2025/11/02,7,06,6,5089,前田翔,27,22,6.64,6,0.15,.,まくり,
多摩川,2025/11/02,8,01,1,5170,佐藤太亮,53,27,6.66,1,0.20,1.49.2,逃げ,
多摩川,2025/11/02,8,02,4,4738,清埜翔子,58,80,6.79,4,0.13,1.50.8,逃げ,
多摩川,2025/11/02,8,03,5,4884,勝浦真帆,73,34,6.63,5,0.26,1.52.1,逃げ,
多摩川,2025/11/02,8,04,2,5085,中村栄治,46,77,6.65,2,0.22,1.52.7,逃げ,
多摩川,2025/11/02,8,05,3,5154,村松栄太,62,29,6.75,3,0.16,.,逃げ,
多摩川,2025/11/02,8,06,6,5416,龍田真白,44,66,6.67,6,0.14,.,逃げ,
多摩川,2025/11/02,9,01,1,5081,篠原飛翔,42,50,6.73,1,0.16,1.49.7,逃げ,
多摩川,2025/11/02,9,02,4,5109,川崎智稔,57,47,6.72,4,0.17,1.50.3,逃げ,
多摩川,2025/11/02,9,03,5,5331,佐藤永梧,16,64,6.82,5,0.14,1.51.7,逃げ,
多摩川,2025/11/02,9,04,6,5402,塚越陸斗,56,67,6.76,6,0.09,1.53.0,逃げ,
多摩川,2025/11/02,9,05,3,5240,高橋龍治,19,33,6.70,3,0.14,.,逃げ,
多摩川,2025/11/02,9,06,2,5169,堀本翔太,49,78,6.76,2,0.18,.,逃げ,
多摩川,2025/11/02,10,01,5,4065,金田幸子,67,26,6.81,5,0.10,1.49.0,恵まれ,
多摩川,2025/11/02,10,02,4,5346,中村紋夕梨,29,57,6.75,4,0.06,1.50.8,恵まれ,
多摩川,2025/11/02,10,03,6,5399,長野未来,70,68,6.70,6,0.09,1.55.0,恵まれ,
多摩川,2025/11/02,10,F,1,4117,廣中智紗衣,11,76,6.72,1,F0.04,.,恵まれ,
多摩川,2025/11/02,10,F,2,5283,植木美帆,26,81,6.73,2,F0.03,.,恵まれ,
多摩川,2025/11/02,10,F,3,5291,三嶌こころ,68,79,6.77,3,F0.01,.,恵まれ,
多摩川,2025/11/02,11,01,2,5070,中島航,54,21,6.65,2,0.16,1.48.7,抜き,
多摩川,2025/11/02,11,02,4,5135,仲航太,30,25,6.70,4,0.06,1.49.5,抜き,
多摩川,2025/11/02,11,03,6,5136,濱野斗馬,43,35,6.76,6,0.19,1.51.8,抜き,
多摩川,2025/11/02,11,04,3,5082,一色凌雅,38,54,6.72,3,0.17,1.51.9,抜き,
多摩川,2025/11/02,11,05,1,5089,前田翔,27,22,6.60,1,0.15,.,抜き,
多摩川,2025/11/02,11,06,5,5226,藤田俊祐,31,70,6.65,5,0.18,.,抜き,
多摩川,2025/11/02,12,01,1,5088,高憧四季,52,75,6.65,1,0.09,1.47.2,逃げ,
多摩川,2025/11/02,12,02,2,4884,勝浦真帆,73,34,6.70,2,0.08,1.49.4,逃げ,
多摩川,2025/11/02,12,03,3,4611,今井美亜,36,32,6.77,3,0.11,1.51.0,逃げ,
多摩川,2025/11/02,12,04,5,4900,中田夕貴,61,63,6.70,5,0.18,1.51.3,逃げ,
多摩川,2025/11/02,12,05,6,4627,藤原菜希,25,49,6.75,6,0.25,.,逃げ,
多摩川,2025/11/02,12,06,4,4642,松尾夏海,14,36,6.74,4,0.27,.,逃げ,
桐生,2025/11/02,1,01,1,3305,小野信樹,28,44,6.78,1,0.17,1.51.1,逃げ,
桐生,2025/11/02,1,02,5,4580,長谷川雅和,66,19,6.82,5,0.23,1.52.8,逃げ,
桐生,2025/11/02,1,03,2,4317,木村紗友希,61,16,6.84,2,0.14,1.53.6,逃げ,
桐生,2025/11/02,1,04,3,4639,雑賀勇貴,20,42,6.86,3,0.16,1.55.4,逃げ,
桐生,2025/11/02,1,05,4,5362,中嶋世奈,18,36,6.73,4,0.18,1.55.9,逃げ,
桐生,2025/11/02,1,06,6,4679,植田太一,46,11,6.79,6,0.19,1.56.8,逃げ,
桐生,2025/11/02,2,01,4,2878,富山弘幸,58,25,6.84,4,0.13,1.49.7,まくり差し,
桐生,2025/11/02,2,02,2,4748,渡邉雄朗,71,48,6.69,2,0.11,1.51.8,まくり差し,
桐生,2025/11/02,2,03,6,4163,山崎裕司,19,37,6.74,5,0.18,1.53.3,まくり差し,
桐生,2025/11/02,2,04,5,5340,樋江井舞,39,46,6.71,6,0.14,1.53.4,まくり差し,
桐生,2025/11/02,2,05,3,3825,宮嵜隆太郎,69,18,6.66,3,0.09,1.55.6,まくり差し,
桐生,2025/11/02,2,06,1,3589,西村勝,31,75,6.79,1,0.16,1.57.0,まくり差し,
桐生,2025/11/02,3,01,2,4544,松田大志郎,40,29,6.65,2,0.21,1.49.5,まくり,
桐生,2025/11/02,3,02,4,3872,岡田憲行,55,30,6.65,4,0.13,1.51.9,まくり,
桐生,2025/11/02,3,03,5,4209,藤田竜弘,53,69,6.85,5,0.16,1.53.2,まくり,
桐生,2025/11/02,3,04,6,4200,早川尚人,32,39,6.80,6,0.20,1.55.0,まくり,
桐生,2025/11/02,3,05,3,4301,関裕也,64,71,6.86,3,0.17,1.55.3,まくり,
桐生,2025/11/02,3,06,1,4730,土屋実沙希,65,72,6.73,1,0.24,1.55.7,まくり,
桐生,2025/11/02,4,01,5,4809,外崎悟,12,65,6.83,5,0.21,1.50.0,まくり差し,
桐生,2025/11/02,4,02,1,5248,本田愛,36,50,6.66,1,0.30,1.51.0,まくり差し,
桐生,2025/11/02,4,03,3,5051,松本純平,35,70,6.79,3,0.22,1.51.4,まくり差し,
桐生,2025/11/02,4,04,6,3613,角谷健吾,56,51,6.72,6,0.20,1.53.3,まくり差し,
桐生,2025/11/02,4,05,4,3627,井上恵一,13,40,6.65,4,0.17,1.55.6,まくり差し,
桐生,2025/11/02,4,06,2,5156,坂野さくら,30,17,6.73,2,0.23,1.57.7,まくり差し,
桐生,2025/11/02,5,01,6,4528,黒井達矢,52,74,6.78,6,0.09,1.50.1,まくり,
桐生,2025/11/02,5,02,1,4844,村上奈穂,70,33,6.82,1,0.19,1.52.1,まくり,
桐生,2025/11/02,5,03,2,4140,梶野学志,45,52,6.89,2,0.19,1.53.0,まくり,
桐生,2025/11/02,5,04,5,5302,秋末秦悟,62,24,6.86,5,0.18,1.54.6,まくり,
桐生,2025/11/02,5,05,4,5091,為本智也,57,43,6.83,4,0.16,1.55.0,まくり,
桐生,2025/11/02,5,06,3,3305,小野信樹,28,44,6.90,3,0.15,1.57.6,まくり,
桐生,2025/11/02,6,01,1,3159,江口晃生,24,23,6.84,1,0.12,1.50.4,逃げ,
桐生,2025/11/02,6,02,4,3353,前田光昭,63,26,6.89,4,0.05,1.52.4,逃げ,
桐生,2025/11/02,6,03,3,3589,西村勝,31,75,6.72,3,0.06,1.52.8,逃げ,
桐生,2025/11/02,6,04,2,4128,川口貴久,54,73,6.82,2,0.12,1.54.7,逃げ,
桐生,2025/11/02,6,05,6,4071,古賀千晶,60,12,6.78,6,0.12,1.55.6,逃げ,
桐生,2025/11/02,6,06,5,5362,中嶋世奈,18,36,6.74,5,0.08,1.57.2,逃げ,
桐生,2025/11/02,7,01,2,4060,島田一生,49,15,6.82,3,0.15,1.50.4,まくり,
桐生,2025/11/02,7,02,5,4730,土屋実沙希,65,72,6.68,4,0.12,1.50.6,まくり,
桐生,2025/11/02,7,03,3,4888,金児隆太,25,21,6.62,2,0.16,1.51.9,まくり,
桐生,2025/11/02,7,04,6,3869,井芹大志,16,41,6.74,5,0.13,1.53.6,まくり,
桐生,2025/11/02,7,05,1,5126,山下大輝,74,22,6.70,1,0.17,1.54.1,まくり,
桐生,2025/11/02,7,06,4,5340,樋江井舞,39,46,6.79,6,0.11,1.56.0,まくり,
桐生,2025/11/02,8,01,5,3872,岡田憲行,55,30,6.73,5,0.07,1.49.2,まくり,
桐生,2025/11/02,8,02,1,4991,宗行治哉,41,32,6.73,1,0.16,1.50.4,まくり,
桐生,2025/11/02,8,03,2,5248,本田愛,36,50,6.77,2,0.15,1.52.8,まくり,
桐生,2025/11/02,8,04,3,4562,阪本勇介,11,55,6.83,3,0.13,1.54.9,まくり,
桐生,2025/11/02,8,05,6,3825,宮嵜隆太郎,69,18,6.77,6,0.14,1.55.7,まくり,
桐生,2025/11/02,8,06,4,4317,木村紗友希,61,16,6.76,4,0.19,1.57.0,まくり,
桐生,2025/11/02,9,01,1,4729,佐藤謙史朗,59,45,6.72,1,0.16,1.50.6,逃げ,
桐生,2025/11/02,9,02,4,4679,植田太一,46,11,6.84,4,0.13,1.51.8,逃げ,
桐生,2025/11/02,9,03,2,4543,重木輝彦,33,27,6.75,2,0.16,1.52.3,逃げ,
桐生,2025/11/02,9,04,3,3619,長谷川充,23,13,6.84,3,0.18,1.52.5,逃げ,
桐生,2025/11/02,9,05,5,4200,早川尚人,32,39,6.88,5,0.11,1.54.1,逃げ,
桐生,2025/11/02,9,06,6,4748,渡邉雄朗,71,48,6.79,6,0.07,1.57.4,逃げ,
桐生,2025/11/02,10,01,1,4486,野村誠,68,31,6.63,1,0.20,1.49.4,逃げ,
桐生,2025/11/02,10,02,2,4033,伊藤将吉,34,59,6.74,2,0.17,1.51.4,逃げ,
桐生,2025/11/02,10,03,4,4580,長谷川雅和,66,19,6.73,4,0.18,1.53.4,逃げ,
桐生,2025/11/02,10,04,3,3353,前田光昭,63,26,6.73,3,0.13,1.54.6,逃げ,
桐生,2025/11/02,10,05,6,3544,豊田訓靖,51,54,6.81,6,0.22,1.55.8,逃げ,
桐生,2025/11/02,10,06,5,3635,石田政吾,14,14,6.62,5,0.17,1.58.6,逃げ,
桐生,2025/11/02,11,01,1,5051,松本純平,35,70,6.75,1,0.12,1.49.2,逃げ,
桐生,2025/11/02,11,02,2,3159,江口晃生,24,23,6.85,2,0.16,1.50.2,逃げ,
桐生,2025/11/02,11,03,3,5126,山下大輝,74,22,6.69,3,0.11,1.52.0,逃げ,
桐生,2025/11/02,11,04,5,4163,山崎裕司,19,37,6.77,5,0.20,1.54.0,逃げ,
桐生,2025/11/02,11,05,4,4639,雑賀勇貴,20,42,6.78,4,0.14,1.55.4,逃げ,
桐生,2025/11/02,11,06,6,5302,秋末秦悟,62,24,6.71,6,0.14,1.56.9,逃げ,
桐生,2025/11/02,12,01,1,4544,松田大志郎,40,29,6.80,1,0.21,1.48.1,逃げ,
桐生,2025/11/02,12,02,2,4528,黒井達矢,52,74,6.70,2,0.25,1.50.2,逃げ,
桐生,2025/11/02,12,03,3,3613,角谷健吾,56,51,6.78,4,0.20,1.51.9,逃げ,
桐生,2025/11/02,12,04,5,4128,川口貴久,54,73,6.80,5,0.17,1.54.5,逃げ,
桐生,2025/11/02,12,05,4,4562,阪本勇介,11,55,6.82,6,0.22,1.55.7,逃げ,
桐生,2025/11/02,12,06,6,4888,金児隆太,25,21,6.69,3,0.29,1.57.2,逃げ,
